                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                  1.834,                 2.0136,                 1.6988,                0.24987,                0.23962,                0.17265,                 0.0631,                 2.2426,                 2.5632,                 2.0446,              0.0013699,              0.0013699,              0.0013699
                     57,                 1.8398,                 2.0205,                 1.6933,                0.25504,                0.26911,                0.18678,                0.06263,                 2.2672,                 2.5729,                 2.0683,              0.0013644,              0.0013644,              0.0013644
                     58,                 1.8512,                  1.988,                 1.6934,                0.23347,                0.27016,                0.17717,                0.06292,                 2.2571,                 2.5131,                 2.0409,              0.0013589,              0.0013589,              0.0013589
                     59,                 1.8328,                 1.9871,                 1.6978,                0.25218,                0.26912,                0.18297,                0.06281,                 2.2457,                  2.541,                 2.1028,              0.0013534,              0.0013534,              0.0013534
                     60,                 1.8214,                 1.9826,                 1.6933,                0.25068,                0.24916,                0.16845,                 0.0584,                 2.2636,                 2.5458,                 2.0703,              0.0013479,              0.0013479,              0.0013479
                     61,                 1.8344,                 1.9973,                 1.6895,                0.24705,                0.27686,                0.18122,                 0.0628,                   2.28,                 2.5541,                 2.0782,              0.0013424,              0.0013424,              0.0013424
                     62,                 1.8288,                 1.9822,                  1.694,                0.26581,                0.26617,                0.18894,                0.06626,                 2.2491,                 2.5399,                 2.1169,              0.0013369,              0.0013369,              0.0013369
                     63,                 1.8238,                  1.967,                 1.6779,                 0.2484,                 0.2742,                0.17658,                0.06174,                 2.2707,                 2.5842,                 2.0385,              0.0013314,              0.0013314,              0.0013314
                     64,                 1.8289,                 1.9572,                 1.6769,                0.28495,                0.28061,                0.20518,                0.06883,                 2.2691,                 2.4572,                 2.0439,              0.0013259,              0.0013259,              0.0013259
                     65,                 1.8051,                 1.9386,                 1.6741,                 0.2185,                 0.2674,                0.15509,                0.05402,                 2.2853,                 2.5498,                 2.0538,              0.0013204,              0.0013204,              0.0013204
                     66,                 1.7989,                  1.932,                 1.6689,                0.24814,                 0.2625,                0.18281,                0.06159,                 2.2597,                 2.5172,                  2.081,              0.0013149,              0.0013149,              0.0013149
                     67,                 1.8065,                 1.9054,                 1.6615,                0.27557,                0.25275,                0.18064,                 0.0638,                 2.2514,                 2.5751,                 2.0859,              0.0013094,              0.0013094,              0.0013094
                     68,                 1.7744,                 1.8952,                 1.6442,                0.25814,                0.26636,                0.18273,                0.05948,                 2.3111,                  2.605,                 2.1479,              0.0013039,              0.0013039,              0.0013039
                     69,                 1.7828,                 1.8928,                 1.6472,                0.27855,                0.25945,                0.18374,                0.06441,                 2.2824,                 2.4891,                 2.0941,              0.0012984,              0.0012984,              0.0012984
                     70,                 1.7753,                 1.8931,                 1.6496,                0.24673,                0.28868,                0.17066,                0.05858,                 2.2762,                 2.5395,                 2.0723,              0.0012929,              0.0012929,              0.0012929
                     71,                 1.7804,                 1.8734,                 1.6379,                0.25971,                0.23667,                0.16807,                0.05986,                 2.3055,                 2.6239,                 2.0954,              0.0012874,              0.0012874,              0.0012874
                     72,                 1.7876,                  1.885,                 1.6571,                0.24819,                  0.275,                0.17958,                0.06355,                 2.3219,                 2.5264,                 2.1078,              0.0012819,              0.0012819,              0.0012819
                     73,                 1.7663,                 1.8633,                 1.6394,                0.25885,                0.25218,                0.16578,                0.05598,                 2.3127,                 2.6061,                 2.1151,              0.0012764,              0.0012764,              0.0012764
                     74,                 1.7823,                 1.8701,                 1.6391,                0.25792,                0.25967,                0.18265,                0.06253,                 2.2899,                 2.5739,                 2.1097,              0.0012709,              0.0012709,              0.0012709
                     75,                 1.7613,                 1.8228,                 1.6198,                0.23586,                0.25872,                0.16565,                0.05498,                 2.3767,                 2.5359,                  2.152,              0.0012654,              0.0012654,              0.0012654
                     76,                 1.7597,                 1.8362,                  1.629,                0.25666,                0.26426,                0.17824,                0.06169,                 2.3442,                 2.5985,                 2.1817,              0.0012599,              0.0012599,              0.0012599
                     77,                 1.7661,                 1.8175,                 1.6251,                0.24321,                0.27694,                0.17386,                0.06068,                 2.3073,                 2.5442,                 2.0987,              0.0012544,              0.0012544,              0.0012544
                     78,                 1.7533,                 1.8123,                 1.6184,                0.30591,                0.24132,                0.18626,                0.06388,                 2.3348,                 2.5088,                 2.0928,              0.0012489,              0.0012489,              0.0012489
                     79,                 1.7581,                 1.7989,                 1.6213,                0.26742,                0.27022,                0.18493,                0.06374,                 2.3284,                 2.5125,                 2.1365,              0.0012434,              0.0012434,              0.0012434
                     80,                 1.7429,                 1.7971,                 1.6158,                0.25679,                0.26922,                0.17771,                0.05857,                 2.3327,                 2.6495,                 2.1574,              0.0012379,              0.0012379,              0.0012379
                     81,                 1.7463,                 1.7873,                  1.612,                0.24778,                0.27875,                0.19104,                0.06892,                 2.3286,                 2.5306,                 2.1458,              0.0012324,              0.0012324,              0.0012324
                     82,                 1.7507,                  1.805,                 1.6189,                0.25162,                0.28826,                0.18363,                0.06413,                 2.3415,                 2.5072,                 2.1304,              0.0012269,              0.0012269,              0.0012269
                     83,                   1.74,                 1.7808,                 1.6042,                0.25466,                0.26918,                0.18706,                0.06281,                 2.3432,                 2.5876,                 2.1446,              0.0012214,              0.0012214,              0.0012214
                     84,                  1.745,                  1.814,                 1.6185,                 0.2382,                0.29017,                0.17889,                0.05992,                 2.3325,                 2.5529,                 2.1304,              0.0012159,              0.0012159,              0.0012159
